"STATION","NAME","DATE","HLY-DEWP-10PCTL","HLY-DEWP-90PCTL","HLY-DEWP-NORMAL","HLY-HIDX-NORMAL","HLY-TEMP-10PCTL","HLY-TEMP-90PCTL","HLY-TEMP-NORMAL","HLY-WCHL-NORMAL"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-08T17:00:00","28.0","52.0","39.6","90.8","80.1","98.1","90.8","90.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-08T18:00:00","28.0","53.1","39.8","89.0","77.0","97.0","89.0","89.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-08T19:00:00","28.0","54.0","40.3","86.2","73.9","93.9","86.2","86.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-08T20:00:00","26.1","53.1","39.6","81.4","72.0","88.0","81.4","81.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-08T21:00:00","24.1","54.0","38.7","77.6","69.1","84.9","77.6","77.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-08T22:00:00","23.0","54.0","39.1","75.7","66.9","82.9","75.7","75.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-08T23:00:00","24.1","55.0","39.9","74.5","66.0","82.0","74.5","74.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T00:00:00","25.0","55.0","40.9","72.7","64.0","80.1","72.7","72.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T01:00:00","26.1","55.0","41.0","71.2","64.0","78.1","71.2","71.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T02:00:00","26.1","54.0","41.3","69.9","63.0","75.9","69.9","69.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T03:00:00","28.0","54.0","41.6","68.5","62.1","75.0","68.5","68.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T04:00:00","28.0","54.0","41.5","67.1","60.1","73.0","67.1","67.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T05:00:00","28.9","54.0","41.8","65.9","59.0","72.0","65.9","65.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T06:00:00","30.9","55.0","42.7","67.1","61.0","73.0","67.1","67.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T07:00:00","32.0","55.0","43.9","71.2","64.9","77.0","71.2","71.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T08:00:00","34.0","55.0","44.5","74.9","68.0","80.1","74.9","74.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T09:00:00","34.0","54.0","44.1","78.5","71.1","84.0","78.5","78.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T10:00:00","34.0","54.0","43.6","81.7","73.9","88.0","81.7","81.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T11:00:00","33.1","54.0","43.2","85.0","77.0","91.0","85.0","85.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T12:00:00","32.0","52.0","42.6","87.7","79.0","93.9","87.7","87.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T13:00:00","30.9","53.1","41.9","89.7","80.1","97.0","89.7","89.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T14:00:00","30.0","52.0","40.9","91.0","82.0","98.1","91.0","91.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T15:00:00","28.9","52.0","40.4","91.5","81.0","99.0","91.5","91.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T16:00:00","28.0","52.0","40.1","91.5","81.0","99.0","91.5","91.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T17:00:00","28.0","52.0","39.8","90.9","80.1","98.1","90.9","90.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T18:00:00","28.0","53.1","40.0","89.1","77.0","97.0","89.1","89.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T19:00:00","28.9","54.0","40.5","86.4","73.9","93.9","86.4","86.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T20:00:00","27.0","53.1","39.9","81.6","72.0","88.0","81.6","81.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T21:00:00","24.1","54.0","39.2","77.9","70.0","84.9","77.9","77.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T22:00:00","24.1","54.0","39.6","76.0","68.0","82.9","76.0","76.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-09T23:00:00","25.0","55.0","40.3","74.8","66.9","82.0","74.8","74.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T00:00:00","26.1","55.0","41.5","72.9","64.0","80.1","72.9","72.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T01:00:00","28.0","55.0","41.4","71.5","64.0","78.1","71.5","71.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T02:00:00","27.0","55.0","41.7","70.0","63.0","75.9","70.0","70.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T03:00:00","28.0","55.0","42.0","68.6","62.1","75.0","68.6","68.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T04:00:00","28.9","54.0","41.9","67.3","61.0","73.0","67.3","67.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T05:00:00","30.0","55.0","42.2","66.1","59.0","72.0","66.1","66.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T06:00:00","32.0","55.0","43.1","67.2","61.0","73.0","67.2","67.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T07:00:00","33.1","55.9","44.3","71.3","64.9","77.0","71.3","71.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T08:00:00","34.0","55.9","44.8","75.0","68.0","80.1","75.0","75.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T09:00:00","34.0","55.0","44.5","78.5","71.1","84.9","78.5","78.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T10:00:00","34.0","54.0","44.0","81.7","73.9","88.0","81.7","81.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T11:00:00","34.0","54.0","43.6","85.0","77.0","91.0","85.0","84.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T12:00:00","33.1","53.1","43.0","87.7","79.0","93.9","87.7","87.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T13:00:00","30.9","53.1","42.2","89.7","80.1","97.0","89.7","89.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T14:00:00","30.0","52.0","41.3","91.0","82.0","98.1","91.0","91.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T15:00:00","28.9","53.1","40.7","91.4","80.1","99.0","91.4","91.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T16:00:00","28.0","53.1","40.5","91.4","81.0","99.0","91.4","91.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T17:00:00","28.0","52.0","40.2","90.8","80.1","98.1","90.8","90.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T18:00:00","28.0","53.1","40.5","89.1","77.0","97.0","89.1","89.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T19:00:00","28.9","54.0","41.0","86.3","73.9","93.9","86.3","86.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T20:00:00","28.0","53.1","40.5","81.6","72.0","88.0","81.6","81.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T21:00:00","25.0","54.0","39.7","77.9","70.0","84.9","77.9","77.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T22:00:00","25.0","54.0","40.3","76.1","68.0","82.9","76.1","76.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-10T23:00:00","26.1","55.0","40.9","74.8","66.9","82.0","74.8","74.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T00:00:00","27.0","55.0","42.2","73.0","64.9","80.1","73.0","73.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T01:00:00","28.9","55.0","41.9","71.6","64.0","78.1","71.6","71.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T02:00:00","28.0","55.0","42.2","70.2","63.0","77.0","70.2","70.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T03:00:00","28.9","55.0","42.5","68.8","62.1","75.0","68.8","68.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T04:00:00","30.0","54.0","42.4","67.4","61.0","73.9","67.4","67.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T05:00:00","30.9","55.0","42.6","66.2","59.0","72.0","66.2","66.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T06:00:00","32.0","55.0","43.5","67.3","61.0","73.0","67.3","67.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T07:00:00","33.1","55.9","44.7","71.3","66.0","77.0","71.3","71.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T08:00:00","34.0","55.9","45.2","75.0","69.1","80.1","75.0","75.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T09:00:00","34.0","55.0","44.8","78.6","71.1","84.0","78.6","78.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T10:00:00","34.0","54.0","44.4","81.8","75.0","88.0","81.8","81.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T11:00:00","34.0","54.0","43.9","85.0","77.0","91.0","85.0","85.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T12:00:00","33.1","53.1","43.3","87.7","79.0","93.9","87.7","87.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T13:00:00","32.0","53.1","42.5","89.7","80.1","97.0","89.7","89.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T14:00:00","30.0","53.1","41.6","91.0","82.0","99.0","91.0","91.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T15:00:00","28.9","53.1","41.1","91.5","80.6","99.0","91.5","91.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T16:00:00","28.0","53.1","40.9","91.5","80.1","99.0","91.5","91.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T17:00:00","28.0","53.1","40.7","90.9","80.1","98.1","90.9","90.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T18:00:00","28.9","54.0","40.9","89.1","77.0","97.0","89.1","89.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T19:00:00","30.0","54.0","41.5","86.4","73.9","93.9","86.4","86.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T20:00:00","28.0","54.0","41.0","81.6","73.0","89.1","81.6","81.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T21:00:00","26.1","54.0","40.3","77.9","70.0","84.9","77.9","77.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T22:00:00","26.1","55.0","40.8","76.2","68.0","82.9","76.2","76.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-11T23:00:00","27.0","55.0","41.4","74.9","66.9","82.0","74.9","74.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T00:00:00","28.0","55.9","42.7","73.0","64.9","80.1","73.0","73.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T01:00:00","28.9","55.0","42.4","71.7","64.0","78.1","71.7","71.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T02:00:00","30.0","55.0","42.7","70.3","63.0","75.9","70.3","70.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T03:00:00","30.0","55.0","42.9","69.0","63.0","75.0","69.0","69.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T04:00:00","30.0","55.0","42.9","67.6","61.0","73.9","67.6","67.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T05:00:00","30.9","55.0","43.1","66.3","60.1","72.0","66.3","66.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T06:00:00","32.0","55.4","43.9","67.4","61.0","73.0","67.4","67.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T07:00:00","34.0","55.9","45.1","71.3","66.0","77.0","71.3","71.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T08:00:00","35.1","55.9","45.6","75.0","69.1","80.1","75.0","75.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T09:00:00","35.1","55.9","45.3","78.6","71.1","84.0","78.6","78.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T10:00:00","35.1","55.0","44.8","81.9","75.0","88.0","81.9","81.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T11:00:00","35.1","54.0","44.3","85.1","77.0","91.0","85.1","85.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T12:00:00","34.0","53.6","43.8","87.8","79.0","93.9","87.8","87.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T13:00:00","32.0","53.1","42.9","89.8","80.1","97.0","89.8","89.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T14:00:00","30.9","53.1","42.0","91.1","82.0","99.0","91.1","91.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T15:00:00","30.0","54.0","41.4","91.7","81.0","99.0","91.7","91.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T16:00:00","28.9","53.1","41.1","91.7","81.0","100.0","91.7","91.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T17:00:00","28.9","53.1","41.0","91.0","81.0","98.1","91.0","91.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T18:00:00","28.9","54.0","41.3","89.2","77.0","97.0","89.2","89.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T19:00:00","30.2","55.0","41.9","86.4","73.9","93.9","86.4","86.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T20:00:00","28.9","54.0","41.4","81.7","73.0","88.0","81.7","81.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T21:00:00","26.1","55.0","40.8","78.1","70.0","84.9","78.1","78.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T22:00:00","26.1","55.0","41.3","76.3","68.0","82.9","76.3","76.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-12T23:00:00","27.0","55.9","41.9","75.0","66.9","82.0","75.0","74.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T00:00:00","28.9","55.9","43.3","73.2","64.9","80.1","73.2","73.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T01:00:00","30.0","55.9","42.9","71.9","64.0","78.1","71.9","71.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T02:00:00","30.0","55.9","43.2","70.5","63.0","77.0","70.5","70.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T03:00:00","30.9","55.9","43.4","69.2","63.0","75.0","69.2","69.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T04:00:00","30.9","55.0","43.4","67.8","61.0","73.9","67.8","67.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T05:00:00","32.0","55.0","43.5","66.5","60.1","72.0","66.5","66.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T06:00:00","33.1","55.9","44.3","67.6","62.1","73.0","67.6","67.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T07:00:00","35.1","57.0","45.5","71.4","66.0","77.0","71.4","71.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T08:00:00","36.0","55.9","46.0","75.1","69.1","80.1","75.1","75.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T09:00:00","35.1","55.9","45.6","78.7","72.0","84.9","78.7","78.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T10:00:00","35.1","55.0","45.2","81.9","75.0","88.0","81.9","81.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T11:00:00","35.1","54.0","44.7","85.1","77.0","91.9","85.1","85.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T12:00:00","34.0","54.0","44.2","87.8","79.0","95.0","87.8","87.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T13:00:00","32.0","54.0","43.3","89.8","80.1","97.0","89.8","89.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T14:00:00","30.9","53.1","42.3","91.1","82.0","99.0","91.1","91.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T15:00:00","30.0","54.0","41.8","91.7","81.0","99.0","91.7","91.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T16:00:00","28.9","53.1","41.4","91.7","81.0","100.0","91.7","91.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T17:00:00","28.9","53.1","41.3","91.0","81.0","98.1","91.0","91.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T18:00:00","28.9","54.0","41.5","89.1","77.0","97.0","89.1","89.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T19:00:00","30.9","54.0","42.1","86.4","73.9","93.9","86.3","86.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T20:00:00","28.9","54.0","41.7","81.7","73.0","88.0","81.7","81.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T21:00:00","27.0","55.0","41.2","78.2","70.0","86.0","78.2","78.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T22:00:00","27.0","55.0","41.7","76.4","68.0","84.0","76.4","76.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-13T23:00:00","27.0","55.9","42.4","75.1","66.9","82.0","75.1","75.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T00:00:00","28.9","55.9","43.7","73.2","64.9","80.1","73.2","73.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T01:00:00","30.0","55.9","43.2","72.0","64.9","78.1","72.0","72.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T02:00:00","30.9","55.9","43.5","70.7","64.0","77.0","70.7","70.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T03:00:00","30.9","55.9","43.7","69.3","63.0","75.9","69.3","69.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T04:00:00","30.9","55.9","43.7","67.9","62.1","73.9","67.9","67.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T05:00:00","32.0","55.9","43.9","66.6","60.1","72.0","66.6","66.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T06:00:00","33.1","55.9","44.6","67.6","61.0","73.0","67.6","67.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T07:00:00","35.1","57.0","45.8","71.4","66.0","77.0","71.4","71.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T08:00:00","36.0","57.0","46.3","75.1","68.0","80.1","75.1","75.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T09:00:00","36.0","55.9","45.9","78.7","71.1","84.9","78.7","78.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T10:00:00","35.1","55.0","45.4","81.9","75.0","88.0","81.9","81.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T11:00:00","35.1","55.0","45.0","85.1","77.0","91.0","85.1","85.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T12:00:00","34.0","54.0","44.4","87.8","79.0","93.9","87.8","87.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T13:00:00","33.1","54.0","43.6","89.8","80.1","97.0","89.8","89.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T14:00:00","30.9","54.0","42.6","91.0","82.0","99.0","91.0","91.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T15:00:00","30.0","54.0","42.1","91.6","81.0","99.0","91.6","91.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T16:00:00","28.9","53.1","41.7","91.6","81.0","99.0","91.6","91.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T17:00:00","30.9","53.1","41.6","90.9","81.0","99.0","90.9","90.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T18:00:00","30.0","54.0","41.9","89.1","77.0","97.0","89.1","89.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T19:00:00","30.9","55.0","42.5","86.3","73.9","93.9","86.3","86.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T20:00:00","28.9","55.0","42.1","81.6","73.0","88.0","81.6","81.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T21:00:00","27.0","55.9","41.6","78.1","70.0","84.9","78.1","78.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T22:00:00","27.0","55.9","42.0","76.4","68.0","84.0","76.4","76.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-14T23:00:00","28.0","55.9","42.7","75.1","68.0","82.0","75.1","75.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T00:00:00","30.0","57.0","44.0","73.2","64.9","80.1","73.2","73.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T01:00:00","30.0","55.9","43.6","72.0","64.9","78.1","72.0","72.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T02:00:00","30.9","55.9","43.8","70.7","64.0","77.0","70.7","70.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T03:00:00","30.9","55.9","44.0","69.4","63.0","75.9","69.4","69.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T04:00:00","30.9","55.9","44.1","68.0","62.1","73.9","68.0","68.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T05:00:00","32.0","55.9","44.2","66.7","60.1","73.0","66.7","66.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T06:00:00","34.0","55.9","44.8","67.6","61.0","73.0","67.6","67.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T07:00:00","35.1","57.0","46.1","71.4","66.0","77.0","71.4","71.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T08:00:00","37.0","57.0","46.5","75.2","69.1","80.1","75.2","75.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T09:00:00","36.0","55.9","46.1","78.7","71.1","84.9","78.7","78.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T10:00:00","35.1","55.9","45.7","82.0","75.0","88.0","82.0","82.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T11:00:00","35.1","55.0","45.2","85.1","77.0","91.0","85.1","85.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T12:00:00","34.0","54.0","44.6","87.8","80.1","93.9","87.8","87.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T13:00:00","33.1","54.0","43.8","89.8","80.1","97.0","89.8","89.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T14:00:00","30.9","54.0","42.8","91.1","82.0","99.0","91.1","91.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T15:00:00","30.9","54.0","42.2","91.7","81.0","99.0","91.7","91.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T16:00:00","30.0","53.1","41.9","91.6","82.0","99.0","91.6","91.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T17:00:00","30.9","54.0","41.8","91.0","81.0","99.0","91.0","91.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T18:00:00","30.0","54.0","42.1","89.1","78.1","97.0","89.1","89.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T19:00:00","30.9","55.0","42.7","86.3","73.9","93.9","86.3","86.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T20:00:00","28.9","55.9","42.3","81.6","73.0","89.1","81.6","81.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T21:00:00","27.0","55.9","41.8","78.1","70.0","84.9","78.1","78.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T22:00:00","27.0","55.9","42.3","76.4","68.0","84.0","76.4","76.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-15T23:00:00","28.0","55.9","42.9","75.1","68.0","82.0","75.1","75.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-16T00:00:00","28.9","57.0","44.0","73.1","64.9","80.1","73.1","73.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-16T01:00:00","30.0","55.9","43.7","72.0","64.9","78.1","72.0","72.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-16T02:00:00","30.9","55.9","43.9","70.6","64.0","77.0","70.6","70.6"
