"STATION","NAME","DATE","HLY-DEWP-10PCTL","HLY-DEWP-90PCTL","HLY-DEWP-NORMAL","HLY-HIDX-NORMAL","HLY-TEMP-10PCTL","HLY-TEMP-90PCTL","HLY-TEMP-NORMAL","HLY-WCHL-NORMAL"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-17T18:00:00","30.9","54.0","42.5","89.0","77.0","97.0","89.0","89.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-17T19:00:00","32.0","55.0","43.0","86.2","73.9","93.9","86.2","86.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-17T20:00:00","28.9","55.9","42.8","81.5","73.0","89.1","81.5","81.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-17T21:00:00","27.0","55.9","42.3","78.2","70.0","84.9","78.2","78.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-17T22:00:00","28.0","55.9","42.8","76.5","69.1","84.0","76.5","76.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-17T23:00:00","28.9","55.9","43.4","75.2","68.0","82.0","75.2","75.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T00:00:00","30.9","57.0","44.4","73.1","66.0","80.1","73.1","73.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T01:00:00","30.9","55.9","44.3","72.1","64.0","78.1","72.1","72.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T02:00:00","32.0","55.9","44.4","70.8","63.0","77.0","70.8","70.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T03:00:00","32.0","55.9","44.6","69.5","63.0","75.9","69.5","69.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T04:00:00","33.1","55.9","44.7","68.1","61.0","73.9","68.1","68.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T05:00:00","33.1","55.9","44.8","66.8","60.1","73.0","66.8","66.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T06:00:00","34.0","57.0","45.4","67.6","61.0","73.0","67.6","67.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T07:00:00","36.0","57.0","46.6","71.4","64.9","77.0","71.4","71.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T08:00:00","37.9","57.0","47.1","75.2","69.1","80.1","75.2","75.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T09:00:00","37.0","57.0","46.7","78.7","72.0","84.9","78.7","78.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T10:00:00","36.0","55.9","46.3","81.9","75.0","88.0","81.9","81.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T11:00:00","36.0","55.0","45.9","85.1","77.0","91.0","85.1","85.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T12:00:00","35.1","55.0","45.2","87.8","80.1","93.9","87.8","87.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T13:00:00","33.1","55.0","44.4","89.8","81.0","97.0","89.8","89.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T14:00:00","33.1","54.0","43.6","91.2","82.0","98.1","91.2","91.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T15:00:00","32.0","54.0","42.9","91.6","81.0","99.0","91.6","91.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T16:00:00","30.9","53.1","42.6","91.5","81.0","99.0","91.5","91.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T17:00:00","32.0","54.0","42.5","90.7","80.1","99.0","90.7","90.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T18:00:00","32.0","55.0","43.0","88.8","78.1","97.0","88.8","88.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T19:00:00","32.0","55.0","43.4","86.1","73.9","93.9","86.1","86.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T20:00:00","30.0","55.9","43.2","81.4","72.0","89.1","81.4","81.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T21:00:00","27.0","55.9","42.8","78.2","70.0","86.0","78.2","78.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T22:00:00","28.0","55.9","43.2","76.5","69.1","84.0","76.5","76.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-18T23:00:00","28.9","55.9","43.9","75.2","68.0","82.0","75.2","75.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T00:00:00","30.9","57.0","44.7","73.1","66.0","80.1","73.1","73.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T01:00:00","32.0","57.0","44.8","72.1","64.0","78.1","72.1","72.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T02:00:00","33.1","57.0","44.9","70.8","64.0","77.0","70.8","70.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T03:00:00","32.0","57.0","45.1","69.5","63.0","75.9","69.5","69.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T04:00:00","33.1","55.9","45.2","68.1","61.0","73.9","68.1","68.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T05:00:00","34.0","55.9","45.2","66.9","60.1","73.0","66.9","66.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T06:00:00","34.0","57.0","45.8","67.6","61.0","73.0","67.6","67.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T07:00:00","37.0","57.0","47.0","71.4","64.9","77.0","71.4","71.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T08:00:00","37.9","57.0","47.4","75.1","69.1","80.1","75.1","75.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T09:00:00","37.0","57.0","47.0","78.6","72.0","84.0","78.6","78.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T10:00:00","37.0","55.9","46.6","81.8","75.0","88.0","81.8","81.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T11:00:00","36.0","55.9","46.2","84.9","77.0","91.0","84.9","84.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T12:00:00","35.1","55.0","45.5","87.7","80.1","93.9","87.6","87.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T13:00:00","33.1","55.0","44.7","89.6","81.0","97.0","89.6","89.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T14:00:00","33.1","54.0","43.9","91.0","82.0","98.1","91.0","91.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T15:00:00","32.0","55.0","43.2","91.5","81.0","99.0","91.5","91.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T16:00:00","32.0","53.1","42.8","91.4","81.0","99.0","91.4","91.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T17:00:00","32.0","54.0","42.8","90.6","80.1","99.0","90.6","90.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T18:00:00","32.0","54.0","43.3","88.8","78.1","97.0","88.7","88.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T19:00:00","32.0","55.0","43.7","86.1","75.0","93.9","86.1","86.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T20:00:00","30.0","55.9","43.5","81.3","72.0","88.0","81.3","81.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T21:00:00","28.0","55.9","43.2","78.2","70.0","84.9","78.2","78.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T22:00:00","28.0","57.0","43.6","76.5","69.1","84.0","76.5","76.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-19T23:00:00","28.9","57.0","44.3","75.0","68.0","82.0","75.0","75.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T00:00:00","30.9","57.0","45.0","73.0","66.0","80.1","73.0","73.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T01:00:00","32.0","57.0","45.0","72.0","64.9","78.1","72.0","72.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T02:00:00","33.1","57.9","45.2","70.6","63.0","77.0","70.6","70.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T03:00:00","33.1","57.0","45.4","69.4","63.0","75.9","69.4","69.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T04:00:00","33.1","57.0","45.5","68.0","61.0","73.9","68.0","68.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T05:00:00","34.0","57.0","45.5","66.8","60.1","73.0","66.8","66.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T06:00:00","34.0","57.0","46.1","67.5","61.0","73.0","67.5","67.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T07:00:00","37.0","57.9","47.3","71.2","64.9","77.0","71.2","71.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T08:00:00","37.9","57.9","47.7","74.9","69.1","80.1","74.9","74.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T09:00:00","37.0","57.9","47.3","78.4","71.1","84.0","78.4","78.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T10:00:00","36.0","57.0","46.8","81.6","75.0","88.0","81.6","81.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T11:00:00","37.0","55.9","46.4","84.8","77.0","91.0","84.8","84.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T12:00:00","35.1","55.0","45.6","87.5","80.1","93.9","87.5","87.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T13:00:00","34.0","55.0","44.9","89.5","81.0","97.0","89.5","89.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T14:00:00","33.1","55.0","44.1","90.8","82.0","98.1","90.8","90.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T15:00:00","32.0","55.0","43.4","91.3","81.0","99.0","91.3","91.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T16:00:00","30.9","54.0","43.1","91.2","81.0","99.0","91.2","91.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T17:00:00","32.0","54.0","43.1","90.5","80.1","98.1","90.5","90.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T18:00:00","32.0","55.0","43.5","88.5","78.1","97.0","88.5","88.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T19:00:00","32.0","55.9","44.0","85.9","73.9","93.9","85.9","85.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T20:00:00","30.9","55.9","43.8","81.2","72.0","88.0","81.2","81.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T21:00:00","28.0","55.9","43.5","78.0","70.0","84.9","78.0","78.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T22:00:00","28.0","57.0","43.9","76.4","69.1","84.0","76.4","76.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-20T23:00:00","30.0","57.0","44.5","74.9","68.0","82.0","74.9","74.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T00:00:00","30.9","57.0","45.2","72.8","64.9","80.1","72.8","72.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T01:00:00","32.0","57.0","45.3","71.9","64.0","78.1","71.9","71.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T02:00:00","33.1","57.9","45.5","70.5","63.0","77.0","70.5","70.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T03:00:00","33.1","57.0","45.7","69.3","63.0","75.9","69.3","69.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T04:00:00","33.1","57.0","45.8","67.9","61.0","73.9","67.9","67.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T05:00:00","34.0","57.0","45.8","66.7","60.1","73.0","66.7","66.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T06:00:00","34.0","57.0","46.4","67.3","61.0","73.0","67.3","67.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T07:00:00","37.0","57.9","47.5","71.0","64.9","77.0","71.0","71.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T08:00:00","37.9","57.9","47.9","74.8","69.1","80.1","74.8","74.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T09:00:00","37.0","57.9","47.5","78.3","72.0","84.0","78.3","78.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T10:00:00","36.0","57.0","47.0","81.5","75.0","88.0","81.5","81.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T11:00:00","36.0","55.9","46.5","84.7","77.0","91.0","84.7","84.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T12:00:00","35.1","55.9","45.8","87.4","80.1","93.9","87.4","87.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T13:00:00","33.1","55.9","45.0","89.4","81.0","96.1","89.4","89.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T14:00:00","33.1","55.0","44.4","90.7","82.0","98.1","90.7","90.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T15:00:00","32.0","55.0","43.6","91.2","82.0","99.0","91.2","91.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T16:00:00","32.0","54.0","43.3","91.1","81.0","99.0","91.1","91.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T17:00:00","32.0","55.0","43.3","90.3","80.1","98.1","90.3","90.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T18:00:00","32.0","55.0","43.8","88.3","77.0","97.0","88.3","88.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T19:00:00","32.0","55.9","44.3","85.7","73.9","93.9","85.7","85.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T20:00:00","30.9","57.0","44.1","80.9","72.0","88.0","80.9","80.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T21:00:00","28.9","57.0","43.8","77.9","70.0","84.9","77.9","77.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T22:00:00","28.9","57.0","44.2","76.3","69.1","84.0","76.3","76.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-21T23:00:00","30.0","57.0","44.8","74.7","68.0","81.0","74.7","74.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T00:00:00","30.9","57.9","45.3","72.7","66.0","79.0","72.7","72.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T01:00:00","32.0","57.9","45.6","71.7","64.0","78.1","71.7","71.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T02:00:00","33.1","57.9","45.8","70.4","64.0","77.0","70.4","70.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T03:00:00","33.1","57.9","46.0","69.3","63.0","75.9","69.3","69.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T04:00:00","33.1","57.9","46.0","67.8","61.0","73.9","67.8","67.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T05:00:00","34.0","57.9","46.1","66.7","60.1","73.0","66.7","66.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T06:00:00","34.0","57.9","46.6","67.2","61.0","73.0","67.2","67.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T07:00:00","37.0","59.0","47.8","70.8","64.9","77.0","70.8","70.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T08:00:00","37.9","57.9","48.1","74.7","69.1","80.1","74.7","74.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T09:00:00","37.0","57.9","47.7","78.2","72.0","84.0","78.2","78.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T10:00:00","36.0","57.0","47.2","81.4","75.0","87.1","81.4","81.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T11:00:00","36.0","57.0","46.7","84.6","77.0","91.0","84.6","84.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T12:00:00","35.1","55.9","46.0","87.2","80.1","93.9","87.2","87.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T13:00:00","33.1","55.9","45.2","89.3","81.0","96.1","89.3","89.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T14:00:00","32.0","55.9","44.6","90.6","82.0","98.1","90.6","90.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T15:00:00","32.0","55.0","43.9","91.1","82.0","99.0","91.1","91.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T16:00:00","32.0","54.0","43.6","90.9","81.0","99.0","90.9","90.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T17:00:00","32.0","55.0","43.5","90.1","80.1","98.1","90.1","90.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T18:00:00","32.0","55.0","44.0","88.2","77.0","97.0","88.2","88.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T19:00:00","32.0","55.9","44.5","85.5","73.9","93.9","85.5","85.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T20:00:00","30.9","57.0","44.4","80.8","72.0","88.0","80.8","80.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T21:00:00","28.9","57.0","44.1","77.8","70.0","84.9","77.8","77.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T22:00:00","30.0","57.0","44.5","76.2","69.1","84.0","76.2","76.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-22T23:00:00","28.9","57.0","45.0","74.6","66.9","81.0","74.6","74.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T00:00:00","30.9","57.9","45.5","72.7","66.0","79.0","72.7","72.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T01:00:00","32.0","57.9","45.9","71.6","64.0","78.1","71.6","71.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T02:00:00","33.1","57.9","46.1","70.3","64.0","77.0","70.3","70.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T03:00:00","33.1","57.9","46.3","69.1","63.0","75.9","69.1","69.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T04:00:00","33.1","57.9","46.3","67.8","61.0","73.9","67.8","67.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T05:00:00","34.0","57.9","46.4","66.6","60.1","73.0","66.6","66.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T06:00:00","34.0","57.9","46.8","67.1","61.0","73.0","67.1","67.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T07:00:00","37.0","59.0","48.0","70.8","64.9","77.0","70.8","70.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T08:00:00","37.9","59.0","48.4","74.6","69.1","80.1","74.6","74.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T09:00:00","37.0","57.9","47.9","78.1","72.0","84.0","78.1","78.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T10:00:00","36.0","57.0","47.4","81.3","75.0","87.1","81.3","81.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T11:00:00","36.0","57.0","46.9","84.4","77.0","91.0","84.4","84.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T12:00:00","35.1","55.9","46.3","87.1","80.1","93.0","87.1","87.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T13:00:00","33.1","55.9","45.5","89.1","81.0","96.1","89.1","89.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T14:00:00","33.1","55.9","44.9","90.4","82.0","98.1","90.4","90.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T15:00:00","32.0","55.0","44.1","90.9","82.0","98.1","90.9","90.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T16:00:00","32.0","55.0","43.8","90.8","81.0","99.0","90.8","90.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T17:00:00","32.0","55.0","43.7","89.9","80.1","98.1","89.9","89.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T18:00:00","32.0","55.9","44.2","88.0","77.0","97.0","88.0","88.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T19:00:00","32.0","55.9","44.8","85.4","73.9","93.9","85.4","85.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T20:00:00","30.9","57.0","44.6","80.6","72.0","88.0","80.6","80.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T21:00:00","30.0","57.9","44.4","77.7","70.0","84.9","77.7","77.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T22:00:00","30.0","57.0","44.7","76.1","69.1","82.9","76.1","76.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-23T23:00:00","30.0","57.0","45.3","74.5","66.9","81.0","74.5","74.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T00:00:00","30.9","57.9","45.7","72.6","66.0","79.0","72.6","72.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T01:00:00","32.0","57.9","46.1","71.6","64.9","78.1","71.6","71.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T02:00:00","33.1","59.0","46.4","70.3","64.0","77.0","70.3","70.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T03:00:00","33.1","57.9","46.6","69.1","63.0","75.9","69.1","69.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T04:00:00","34.0","57.9","46.6","67.8","61.0","73.9","67.8","67.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T05:00:00","34.0","57.9","46.7","66.7","60.1","73.0","66.7","66.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T06:00:00","34.0","57.9","47.1","67.1","61.0","73.0","67.1","67.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T07:00:00","37.0","59.0","48.2","70.7","64.9","77.0","70.7","70.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T08:00:00","37.9","59.0","48.6","74.5","69.1","80.1","74.5","74.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T09:00:00","37.0","57.9","48.1","77.9","72.0","84.0","77.9","77.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T10:00:00","36.0","57.9","47.6","81.1","75.0","87.1","81.1","81.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T11:00:00","36.0","57.0","47.2","84.3","77.0","90.0","84.3","84.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T12:00:00","35.1","57.0","46.5","87.0","80.1","93.0","86.9","86.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T13:00:00","33.1","57.0","45.7","89.0","81.0","96.1","88.9","88.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T14:00:00","33.1","55.9","45.2","90.3","82.0","98.1","90.3","90.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T15:00:00","32.0","55.9","44.5","90.8","82.0","98.1","90.8","90.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T16:00:00","32.0","55.0","44.0","90.7","81.0","98.1","90.7","90.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T17:00:00","32.0","55.0","44.0","89.8","80.1","98.1","89.8","89.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T18:00:00","33.1","55.9","44.5","87.9","77.0","96.1","87.9","87.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T19:00:00","32.0","57.0","45.0","85.2","73.9","93.0","85.2","85.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T20:00:00","30.9","57.9","44.9","80.4","72.0","88.0","80.4","80.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T21:00:00","28.0","57.9","44.5","77.5","70.0","84.9","77.5","77.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T22:00:00","28.0","57.9","44.8","75.9","69.1","82.9","75.9","75.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-24T23:00:00","30.0","57.0","45.4","74.3","66.9","81.0","74.3","74.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T00:00:00","30.9","57.9","45.7","72.5","66.0","79.0","72.5","72.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T01:00:00","32.0","57.9","46.3","71.5","64.0","78.1","71.5","71.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T02:00:00","33.1","59.0","46.5","70.3","64.0","75.9","70.3","70.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T03:00:00","33.1","57.9","46.8","69.2","63.0","75.0","69.2","69.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T04:00:00","33.1","57.9","46.8","67.8","61.0","73.9","67.8","67.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T05:00:00","34.0","57.9","46.8","66.6","60.1","73.0","66.6","66.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T06:00:00","34.0","57.9","47.2","67.1","61.0","73.0","67.1","67.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T07:00:00","36.0","59.0","48.3","70.6","64.9","75.9","70.6","70.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T08:00:00","37.9","59.0","48.7","74.4","69.1","80.1","74.4","74.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T09:00:00","37.0","57.9","48.2","77.9","72.0","82.9","77.9","77.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T10:00:00","36.0","57.9","47.8","81.0","75.0","87.1","81.0","81.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T11:00:00","36.0","57.0","47.3","84.3","77.0","90.0","84.2","84.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T12:00:00","35.1","57.0","46.6","86.9","80.1","93.0","86.9","86.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T13:00:00","33.1","57.0","45.8","88.9","81.0","96.1","88.9","88.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","07-25T14:00:00","33.1","55.9","45.3","90.2","82.0","98.1","90.2","90.2"
